"id","festival_id","category_id","created_at","updated_at"
1905,8,1,2024-09-05 22:24:25.003,
1906,8,10,2024-09-05 22:24:25.003,
1907,8,3,2024-09-05 22:24:25.003,
1908,8,2,2024-09-05 22:24:25.003,
1909,8,4,2024-09-05 22:24:25.003,
1910,8,14,2024-09-05 22:24:25.003,
1911,8,15,2024-09-05 22:24:25.003,
1912,9,1,2024-09-05 22:24:25.003,
1913,9,3,2024-09-05 22:24:25.003,
1914,9,2,2024-09-05 22:24:25.003,
1915,9,4,2024-09-05 22:24:25.003,
1916,9,12,2024-09-05 22:24:25.003,
1917,9,14,2024-09-05 22:24:25.003,
1918,10,1,2024-09-05 22:24:25.003,
1919,10,3,2024-09-05 22:24:25.003,
1920,10,2,2024-09-05 22:24:25.003,
1921,10,4,2024-09-05 22:24:25.003,
1922,10,12,2024-09-05 22:24:25.003,
1923,10,14,2024-09-05 22:24:25.003,
1924,10,15,2024-09-05 22:24:25.003,
1925,10,16,2024-09-05 22:24:25.003,
1926,11,1,2024-09-05 22:24:25.003,
1927,11,10,2024-09-05 22:24:25.003,
1928,11,3,2024-09-05 22:24:25.003,
1929,11,2,2024-09-05 22:24:25.003,
1930,11,4,2024-09-05 22:24:25.003,
1931,11,6,2024-09-05 22:24:25.003,
1932,11,14,2024-09-05 22:24:25.003,
1933,11,15,2024-09-05 22:24:25.003,
1934,11,16,2024-09-05 22:24:25.003,
1935,12,1,2024-09-05 22:24:25.003,
1936,12,10,2024-09-05 22:24:25.003,
1937,12,3,2024-09-05 22:24:25.003,
1938,12,2,2024-09-05 22:24:25.003,
1939,12,4,2024-09-05 22:24:25.003,
1940,12,5,2024-09-05 22:24:25.003,
1941,12,12,2024-09-05 22:24:25.003,
1942,12,6,2024-09-05 22:24:25.003,
1943,12,7,2024-09-05 22:24:25.003,
1944,12,13,2024-09-05 22:24:25.003,
1945,12,14,2024-09-05 22:24:25.003,
1946,12,15,2024-09-05 22:24:25.003,
1947,12,16,2024-09-05 22:24:25.003,
1948,13,1,2024-09-05 22:24:25.003,
1949,13,10,2024-09-05 22:24:25.003,
1950,13,3,2024-09-05 22:24:25.003,
1951,13,2,2024-09-05 22:24:25.003,
1952,13,4,2024-09-05 22:24:25.003,
1953,13,12,2024-09-05 22:24:25.003,
1954,13,6,2024-09-05 22:24:25.003,
1955,13,15,2024-09-05 22:24:25.003,
1956,13,16,2024-09-05 22:24:25.003,
1957,14,1,2024-09-05 22:24:25.003,
1958,14,10,2024-09-05 22:24:25.003,
1959,14,3,2024-09-05 22:24:25.003,
1960,14,2,2024-09-05 22:24:25.003,
1961,14,4,2024-09-05 22:24:25.003,
1962,14,5,2024-09-05 22:24:25.003,
1963,14,12,2024-09-05 22:24:25.003,
1964,14,6,2024-09-05 22:24:25.003,
1965,14,7,2024-09-05 22:24:25.003,
1966,14,14,2024-09-05 22:24:25.003,
1967,14,15,2024-09-05 22:24:25.003,
1968,14,16,2024-09-05 22:24:25.003,
1969,15,1,2024-09-05 22:24:25.003,
1970,15,3,2024-09-05 22:24:25.003,
1971,15,2,2024-09-05 22:24:25.003,
1972,15,4,2024-09-05 22:24:25.003,
1973,15,5,2024-09-05 22:24:25.003,
1974,15,12,2024-09-05 22:24:25.003,
1975,15,6,2024-09-05 22:24:25.003,
1976,15,7,2024-09-05 22:24:25.003,
1977,15,14,2024-09-05 22:24:25.003,
1978,15,15,2024-09-05 22:24:25.003,
1979,15,16,2024-09-05 22:24:25.003,
1980,16,1,2024-09-05 22:24:25.003,
1981,16,10,2024-09-05 22:24:25.003,
1982,16,3,2024-09-05 22:24:25.003,
1983,16,2,2024-09-05 22:24:25.003,
1984,16,4,2024-09-05 22:24:25.003,
1985,16,6,2024-09-05 22:24:25.003,
1986,16,14,2024-09-05 22:24:25.003,
1987,16,15,2024-09-05 22:24:25.003,
1988,16,16,2024-09-05 22:24:25.003,
1989,17,1,2024-09-05 22:24:25.003,
1990,17,10,2024-09-05 22:24:25.003,
1991,17,3,2024-09-05 22:24:25.003,
1992,17,2,2024-09-05 22:24:25.003,
1993,17,4,2024-09-05 22:24:25.003,
1994,17,5,2024-09-05 22:24:25.003,
1995,17,12,2024-09-05 22:24:25.003,
1996,17,6,2024-09-05 22:24:25.003,
1997,17,13,2024-09-05 22:24:25.003,
1998,17,14,2024-09-05 22:24:25.003,
1999,17,15,2024-09-05 22:24:25.003,
2000,18,1,2024-09-05 22:24:25.003,
2001,18,10,2024-09-05 22:24:25.003,
2002,18,3,2024-09-05 22:24:25.003,
2003,18,2,2024-09-05 22:24:25.003,
2004,18,4,2024-09-05 22:24:25.003,
2005,18,14,2024-09-05 22:24:25.003,
2006,18,15,2024-09-05 22:24:25.003,
2007,18,16,2024-09-05 22:24:25.003,
2008,19,1,2024-09-05 22:24:25.003,
2009,19,10,2024-09-05 22:24:25.003,
2010,19,3,2024-09-05 22:24:25.003,
2011,19,2,2024-09-05 22:24:25.003,
2012,19,4,2024-09-05 22:24:25.003,
2013,19,12,2024-09-05 22:24:25.003,
2014,19,14,2024-09-05 22:24:25.003,
2015,19,15,2024-09-05 22:24:25.003,
2016,19,16,2024-09-05 22:24:25.003,
2017,20,1,2024-09-05 22:24:25.003,
2018,20,3,2024-09-05 22:24:25.003,
2019,20,2,2024-09-05 22:24:25.003,
2020,20,4,2024-09-05 22:24:25.003,
2021,20,12,2024-09-05 22:24:25.003,
2022,20,14,2024-09-05 22:24:25.003,
2023,20,15,2024-09-05 22:24:25.003,
2024,20,16,2024-09-05 22:24:25.003,
2025,21,1,2024-09-05 22:24:25.003,
2026,21,10,2024-09-05 22:24:25.003,
2027,21,3,2024-09-05 22:24:25.003,
2028,21,2,2024-09-05 22:24:25.003,
2029,21,4,2024-09-05 22:24:25.003,
2030,21,14,2024-09-05 22:24:25.003,
2031,21,15,2024-09-05 22:24:25.003,
2032,21,16,2024-09-05 22:24:25.003,
2033,22,1,2024-09-05 22:24:25.003,
2034,22,10,2024-09-05 22:24:25.003,
2035,22,3,2024-09-05 22:24:25.003,
2036,22,2,2024-09-05 22:24:25.003,
2037,22,4,2024-09-05 22:24:25.003,
2038,22,6,2024-09-05 22:24:25.003,
2039,22,7,2024-09-05 22:24:25.003,
2040,22,14,2024-09-05 22:24:25.003,
2041,22,15,2024-09-05 22:24:25.003,
2042,22,16,2024-09-05 22:24:25.003,
2043,23,1,2024-09-05 22:24:25.003,
2044,23,10,2024-09-05 22:24:25.003,
2045,23,3,2024-09-05 22:24:25.003,
2046,23,2,2024-09-05 22:24:25.003,
2047,23,4,2024-09-05 22:24:25.003,
2048,23,5,2024-09-05 22:24:25.003,
2049,23,12,2024-09-05 22:24:25.003,
2050,23,6,2024-09-05 22:24:25.003,
2051,23,7,2024-09-05 22:24:25.003,
2052,23,13,2024-09-05 22:24:25.003,
2053,23,14,2024-09-05 22:24:25.003,
2054,23,15,2024-09-05 22:24:25.003,
2055,23,16,2024-09-05 22:24:25.003,
2056,24,1,2024-09-05 22:24:25.003,
2057,24,10,2024-09-05 22:24:25.003,
2058,24,3,2024-09-05 22:24:25.003,
2059,24,2,2024-09-05 22:24:25.003,
2060,24,4,2024-09-05 22:24:25.003,
2061,24,12,2024-09-05 22:24:25.003,
2062,24,13,2024-09-05 22:24:25.003,
2063,24,14,2024-09-05 22:24:25.003,
2064,24,15,2024-09-05 22:24:25.003,
2065,24,16,2024-09-05 22:24:25.003,
2066,25,1,2024-09-05 22:24:25.003,
2067,25,10,2024-09-05 22:24:25.003,
2068,25,3,2024-09-05 22:24:25.003,
2069,25,2,2024-09-05 22:24:25.003,
2070,25,4,2024-09-05 22:24:25.003,
2071,25,14,2024-09-05 22:24:25.003,
2072,25,15,2024-09-05 22:24:25.003,
2073,25,16,2024-09-05 22:24:25.003,
2074,26,1,2024-09-05 22:24:25.003,
2075,26,10,2024-09-05 22:24:25.003,
2076,26,3,2024-09-05 22:24:25.003,
2077,26,2,2024-09-05 22:24:25.003,
2078,26,4,2024-09-05 22:24:25.003,
2079,26,5,2024-09-05 22:24:25.003,
2080,26,12,2024-09-05 22:24:25.003,
2081,26,7,2024-09-05 22:24:25.003,
2082,26,13,2024-09-05 22:24:25.003,
2083,26,14,2024-09-05 22:24:25.003,
2084,26,15,2024-09-05 22:24:25.003,
2085,26,16,2024-09-05 22:24:25.003,
2086,27,1,2024-09-05 22:24:25.003,
2087,27,10,2024-09-05 22:24:25.003,
2088,27,3,2024-09-05 22:24:25.003,
2089,27,2,2024-09-05 22:24:25.003,
2090,27,4,2024-09-05 22:24:25.003,
2091,27,12,2024-09-05 22:24:25.003,
2092,27,15,2024-09-05 22:24:25.003,
2093,28,1,2024-09-05 22:24:25.003,
2094,28,10,2024-09-05 22:24:25.003,
2095,28,3,2024-09-05 22:24:25.003,
2096,28,2,2024-09-05 22:24:25.003,
2097,28,4,2024-09-05 22:24:25.003,
2098,28,5,2024-09-05 22:24:25.003,
2099,28,12,2024-09-05 22:24:25.003,
2100,28,6,2024-09-05 22:24:25.003,
2101,28,13,2024-09-05 22:24:25.003,
2102,28,14,2024-09-05 22:24:25.003,
2103,28,15,2024-09-05 22:24:25.003,
2104,28,16,2024-09-05 22:24:25.003,
2105,29,1,2024-09-05 22:24:25.003,
2106,29,2,2024-09-05 22:24:25.003,
2107,29,4,2024-09-05 22:24:25.003,
2108,29,14,2024-09-05 22:24:25.003,
2109,30,1,2024-09-05 22:24:25.003,
2110,30,2,2024-09-05 22:24:25.003,
2111,30,4,2024-09-05 22:24:25.003,
2112,30,6,2024-09-05 22:24:25.003,
2113,30,14,2024-09-05 22:24:25.003,
2114,30,15,2024-09-05 22:24:25.003,
2115,31,9,2024-09-05 22:24:25.003,
2116,31,2,2024-09-05 22:24:25.003,
2117,31,4,2024-09-05 22:24:25.003,
2118,31,13,2024-09-05 22:24:25.003,
2119,31,14,2024-09-05 22:24:25.003,
2120,31,15,2024-09-05 22:24:25.003,
2121,32,1,2024-09-05 22:24:25.003,
2122,32,10,2024-09-05 22:24:25.003,
2123,32,3,2024-09-05 22:24:25.003,
2124,32,2,2024-09-05 22:24:25.003,
2125,32,4,2024-09-05 22:24:25.003,
2126,32,6,2024-09-05 22:24:25.003,
2127,32,14,2024-09-05 22:24:25.003,
2128,32,15,2024-09-05 22:24:25.003,
2129,33,1,2024-09-05 22:24:25.003,
2130,33,10,2024-09-05 22:24:25.003,
2131,33,3,2024-09-05 22:24:25.003,
2132,33,2,2024-09-05 22:24:25.003,
2133,33,4,2024-09-05 22:24:25.003,
2134,33,5,2024-09-05 22:24:25.003,
2135,33,12,2024-09-05 22:24:25.003,
2136,33,14,2024-09-05 22:24:25.003,
2137,33,15,2024-09-05 22:24:25.003,
2138,34,1,2024-09-05 22:24:25.003,
2139,34,3,2024-09-05 22:24:25.003,
2140,34,2,2024-09-05 22:24:25.003,
2141,34,4,2024-09-05 22:24:25.003,
2142,34,6,2024-09-05 22:24:25.003,
2143,34,14,2024-09-05 22:24:25.003,
2144,34,15,2024-09-05 22:24:25.003,
2145,35,1,2024-09-05 22:24:25.003,
2146,35,2,2024-09-05 22:24:25.003,
2147,35,4,2024-09-05 22:24:25.003,
2148,35,6,2024-09-05 22:24:25.003,
2149,35,14,2024-09-05 22:24:25.003,
2150,35,15,2024-09-05 22:24:25.003,
2151,35,16,2024-09-05 22:24:25.003,
2152,36,1,2024-09-05 22:24:25.003,
2153,36,10,2024-09-05 22:24:25.003,
2154,36,3,2024-09-05 22:24:25.003,
2155,36,2,2024-09-05 22:24:25.003,
2156,36,4,2024-09-05 22:24:25.003,
2157,36,5,2024-09-05 22:24:25.003,
2158,36,12,2024-09-05 22:24:25.003,
2159,36,6,2024-09-05 22:24:25.003,
2160,36,14,2024-09-05 22:24:25.003,
2161,36,15,2024-09-05 22:24:25.003,
2162,37,1,2024-09-05 22:24:25.003,
2163,37,10,2024-09-05 22:24:25.003,
2164,37,3,2024-09-05 22:24:25.003,
2165,37,2,2024-09-05 22:24:25.003,
2166,37,4,2024-09-05 22:24:25.003,
2167,37,14,2024-09-05 22:24:25.003,
2168,37,15,2024-09-05 22:24:25.003,
2169,38,1,2024-09-05 22:24:25.003,
2170,38,10,2024-09-05 22:24:25.003,
2171,38,3,2024-09-05 22:24:25.003,
2172,38,2,2024-09-05 22:24:25.003,
2173,38,4,2024-09-05 22:24:25.003,
2174,38,12,2024-09-05 22:24:25.003,
2175,38,6,2024-09-05 22:24:25.003,
2176,38,13,2024-09-05 22:24:25.003,
2177,38,14,2024-09-05 22:24:25.003,
2178,38,15,2024-09-05 22:24:25.003,
2179,39,1,2024-09-05 22:24:25.003,
2180,39,10,2024-09-05 22:24:25.003,
2181,39,3,2024-09-05 22:24:25.003,
2182,39,2,2024-09-05 22:24:25.003,
2183,39,4,2024-09-05 22:24:25.003,
2184,39,5,2024-09-05 22:24:25.003,
2185,39,6,2024-09-05 22:24:25.003,
2186,39,14,2024-09-05 22:24:25.003,
2187,39,16,2024-09-05 22:24:25.003,
2188,40,1,2024-09-05 22:24:25.003,
2189,40,10,2024-09-05 22:24:25.003,
2190,40,3,2024-09-05 22:24:25.003,
2191,40,2,2024-09-05 22:24:25.003,
2192,40,4,2024-09-05 22:24:25.003,
2193,40,6,2024-09-05 22:24:25.003,
2194,40,14,2024-09-05 22:24:25.003,
2195,40,15,2024-09-05 22:24:25.003,
2196,41,1,2024-09-05 22:24:25.003,
2197,41,2,2024-09-05 22:24:25.003,
2198,41,4,2024-09-05 22:24:25.003,
2199,41,14,2024-09-05 22:24:25.003,
2200,41,15,2024-09-05 22:24:25.003,
2201,42,1,2024-09-05 22:24:25.003,
2202,42,2,2024-09-05 22:24:25.003,
2203,42,4,2024-09-05 22:24:25.003,
2204,42,15,2024-09-05 22:24:25.003,
2205,43,1,2024-09-05 22:24:25.003,
2206,43,3,2024-09-05 22:24:25.003,
2207,43,2,2024-09-05 22:24:25.003,
2208,43,4,2024-09-05 22:24:25.003,
2209,43,14,2024-09-05 22:24:25.003,
2210,44,1,2024-09-05 22:24:25.003,
2211,44,3,2024-09-05 22:24:25.003,
2212,44,2,2024-09-05 22:24:25.003,
2213,44,4,2024-09-05 22:24:25.003,
2214,44,5,2024-09-05 22:24:25.003,
2215,44,14,2024-09-05 22:24:25.003,
2216,44,15,2024-09-05 22:24:25.003,
2217,45,1,2024-09-05 22:24:25.003,
2218,45,10,2024-09-05 22:24:25.003,
2219,45,3,2024-09-05 22:24:25.003,
2220,45,2,2024-09-05 22:24:25.003,
2221,45,4,2024-09-05 22:24:25.003,
2222,45,5,2024-09-05 22:24:25.003,
2223,45,6,2024-09-05 22:24:25.003,
2224,45,14,2024-09-05 22:24:25.003,
2225,45,15,2024-09-05 22:24:25.003,
2226,45,16,2024-09-05 22:24:25.003,
2227,46,1,2024-09-05 22:24:25.003,
2228,46,10,2024-09-05 22:24:25.003,
2229,46,3,2024-09-05 22:24:25.003,
2230,46,2,2024-09-05 22:24:25.003,
2231,46,4,2024-09-05 22:24:25.003,
2232,46,5,2024-09-05 22:24:25.003,
2233,46,12,2024-09-05 22:24:25.003,
2234,46,6,2024-09-05 22:24:25.003,
2235,46,7,2024-09-05 22:24:25.003,
2236,46,13,2024-09-05 22:24:25.003,
2237,46,14,2024-09-05 22:24:25.003,
2238,46,15,2024-09-05 22:24:25.003,
2239,46,16,2024-09-05 22:24:25.003,
2240,47,1,2024-09-05 22:24:25.003,
2241,47,3,2024-09-05 22:24:25.003,
2242,47,2,2024-09-05 22:24:25.003,
2243,47,4,2024-09-05 22:24:25.003,
2244,47,5,2024-09-05 22:24:25.003,
2245,47,14,2024-09-05 22:24:25.003,
2246,47,15,2024-09-05 22:24:25.003,
2247,47,16,2024-09-05 22:24:25.003,
2248,48,1,2024-09-05 22:24:25.003,
2249,48,10,2024-09-05 22:24:25.003,
2250,48,3,2024-09-05 22:24:25.003,
2251,48,2,2024-09-05 22:24:25.003,
2252,48,4,2024-09-05 22:24:25.003,
2253,48,5,2024-09-05 22:24:25.003,
2254,48,6,2024-09-05 22:24:25.003,
2255,48,14,2024-09-05 22:24:25.003,
2256,48,15,2024-09-05 22:24:25.003,
2257,48,16,2024-09-05 22:24:25.003,
2258,49,1,2024-09-05 22:24:25.003,
2259,49,10,2024-09-05 22:24:25.003,
2260,49,3,2024-09-05 22:24:25.003,
2261,49,2,2024-09-05 22:24:25.003,
2262,49,4,2024-09-05 22:24:25.003,
2263,49,5,2024-09-05 22:24:25.003,
2264,49,12,2024-09-05 22:24:25.003,
2265,49,13,2024-09-05 22:24:25.003,
2266,49,14,2024-09-05 22:24:25.003,
2267,49,15,2024-09-05 22:24:25.003,
2268,49,16,2024-09-05 22:24:25.003,
2269,50,1,2024-09-05 22:24:25.003,
2270,50,10,2024-09-05 22:24:25.003,
2271,50,2,2024-09-05 22:24:25.003,
2272,50,4,2024-09-05 22:24:25.003,
2273,50,5,2024-09-05 22:24:25.003,
2274,50,12,2024-09-05 22:24:25.003,
2275,50,6,2024-09-05 22:24:25.003,
2276,50,13,2024-09-05 22:24:25.003,
2277,50,14,2024-09-05 22:24:25.003,
2278,50,15,2024-09-05 22:24:25.003,
2279,50,16,2024-09-05 22:24:25.003,
2280,51,1,2024-09-05 22:24:25.003,
2281,51,10,2024-09-05 22:24:25.003,
2282,51,2,2024-09-05 22:24:25.003,
2283,51,4,2024-09-05 22:24:25.003,
2284,51,5,2024-09-05 22:24:25.003,
2285,51,12,2024-09-05 22:24:25.003,
2286,51,6,2024-09-05 22:24:25.003,
2287,51,15,2024-09-05 22:24:25.003,
2288,51,16,2024-09-05 22:24:25.003,
2289,52,1,2024-09-05 22:24:25.003,
2290,52,3,2024-09-05 22:24:25.003,
2291,52,2,2024-09-05 22:24:25.003,
2292,52,4,2024-09-05 22:24:25.003,
2293,52,12,2024-09-05 22:24:25.003,
2294,52,6,2024-09-05 22:24:25.003,
2295,52,13,2024-09-05 22:24:25.003,
2296,52,14,2024-09-05 22:24:25.003,
2297,52,15,2024-09-05 22:24:25.003,
2298,52,16,2024-09-05 22:24:25.003,
2299,53,1,2024-09-05 22:24:25.003,
2300,53,10,2024-09-05 22:24:25.003,
2301,53,3,2024-09-05 22:24:25.003,
2302,53,2,2024-09-05 22:24:25.003,
2303,53,4,2024-09-05 22:24:25.003,
2304,53,14,2024-09-05 22:24:25.003,
2305,53,15,2024-09-05 22:24:25.003,
2306,53,16,2024-09-05 22:24:25.003,
2307,54,1,2024-09-05 22:24:25.003,
2308,54,3,2024-09-05 22:24:25.003,
2309,54,2,2024-09-05 22:24:25.003,
2310,54,4,2024-09-05 22:24:25.003,
2311,54,12,2024-09-05 22:24:25.003,
2312,54,6,2024-09-05 22:24:25.003,
2313,54,13,2024-09-05 22:24:25.003,
2314,54,14,2024-09-05 22:24:25.003,
2315,54,15,2024-09-05 22:24:25.003,
2316,54,16,2024-09-05 22:24:25.003,
2317,55,1,2024-09-05 22:24:25.003,
2318,55,10,2024-09-05 22:24:25.003,
2319,55,3,2024-09-05 22:24:25.003,
2320,55,2,2024-09-05 22:24:25.003,
2321,55,4,2024-09-05 22:24:25.003,
2322,55,13,2024-09-05 22:24:25.003,
2323,55,14,2024-09-05 22:24:25.003,
2324,55,15,2024-09-05 22:24:25.003,
2325,55,16,2024-09-05 22:24:25.003,
2326,56,1,2024-09-05 22:24:25.003,
2327,56,3,2024-09-05 22:24:25.003,
2328,56,2,2024-09-05 22:24:25.003,
2329,56,4,2024-09-05 22:24:25.003,
2330,56,5,2024-09-05 22:24:25.003,
2331,56,12,2024-09-05 22:24:25.003,
2332,56,6,2024-09-05 22:24:25.003,
2333,56,14,2024-09-05 22:24:25.003,
2334,57,1,2024-09-05 22:24:25.003,
2335,57,3,2024-09-05 22:24:25.003,
2336,57,2,2024-09-05 22:24:25.003,
2337,57,4,2024-09-05 22:24:25.003,
2338,57,13,2024-09-05 22:24:25.003,
2339,57,14,2024-09-05 22:24:25.003,
2340,58,1,2024-09-05 22:24:25.003,
2341,58,4,2024-09-05 22:24:25.003,
2342,58,12,2024-09-05 22:24:25.003,
2343,58,14,2024-09-05 22:24:25.003,
2344,58,15,2024-09-05 22:24:25.003,
2345,59,1,2024-09-05 22:24:25.003,
2346,59,10,2024-09-05 22:24:25.003,
2347,59,3,2024-09-05 22:24:25.003,
2348,59,2,2024-09-05 22:24:25.003,
2349,59,4,2024-09-05 22:24:25.003,
2350,59,5,2024-09-05 22:24:25.003,
2351,59,12,2024-09-05 22:24:25.003,
2352,59,6,2024-09-05 22:24:25.003,
2353,59,14,2024-09-05 22:24:25.003,
2354,59,15,2024-09-05 22:24:25.003,
2355,59,16,2024-09-05 22:24:25.003,
2356,60,1,2024-09-05 22:24:25.003,
2357,60,3,2024-09-05 22:24:25.003,
2358,60,2,2024-09-05 22:24:25.003,
2359,60,4,2024-09-05 22:24:25.003,
2360,60,12,2024-09-05 22:24:25.003,
2361,60,6,2024-09-05 22:24:25.003,
2362,60,13,2024-09-05 22:24:25.003,
2363,60,14,2024-09-05 22:24:25.003,
2364,60,15,2024-09-05 22:24:25.003,
2365,61,1,2024-09-05 22:24:25.003,
2366,61,10,2024-09-05 22:24:25.003,
2367,61,11,2024-09-05 22:24:25.003,
2368,61,3,2024-09-05 22:24:25.003,
2369,61,2,2024-09-05 22:24:25.003,
2370,61,4,2024-09-05 22:24:25.003,
2371,61,7,2024-09-05 22:24:25.003,
2372,61,15,2024-09-05 22:24:25.003,
2373,61,16,2024-09-05 22:24:25.003,
2374,62,1,2024-09-05 22:24:25.003,
2375,62,10,2024-09-05 22:24:25.003,
2376,62,3,2024-09-05 22:24:25.003,
2377,62,2,2024-09-05 22:24:25.003,
2378,62,4,2024-09-05 22:24:25.003,
2379,62,5,2024-09-05 22:24:25.003,
2380,62,12,2024-09-05 22:24:25.003,
2381,62,6,2024-09-05 22:24:25.003,
2382,62,7,2024-09-05 22:24:25.003,
2383,62,14,2024-09-05 22:24:25.003,
2384,63,1,2024-09-05 22:24:25.003,
2385,63,10,2024-09-05 22:24:25.003,
2386,63,3,2024-09-05 22:24:25.003,
2387,63,2,2024-09-05 22:24:25.003,
2388,63,4,2024-09-05 22:24:25.003,
2389,63,5,2024-09-05 22:24:25.003,
2390,63,12,2024-09-05 22:24:25.003,
2391,63,6,2024-09-05 22:24:25.003,
2392,63,7,2024-09-05 22:24:25.003,
2393,63,13,2024-09-05 22:24:25.003,
2394,63,14,2024-09-05 22:24:25.003,
2395,63,15,2024-09-05 22:24:25.003,
2396,63,16,2024-09-05 22:24:25.003,
2397,64,1,2024-09-05 22:24:25.003,
2398,64,10,2024-09-05 22:24:25.003,
2399,64,3,2024-09-05 22:24:25.003,
2400,64,2,2024-09-05 22:24:25.003,
2401,64,4,2024-09-05 22:24:25.003,
2402,64,5,2024-09-05 22:24:25.003,
2403,64,6,2024-09-05 22:24:25.003,
2404,64,15,2024-09-05 22:24:25.003,
2405,64,16,2024-09-05 22:24:25.003,
2406,65,1,2024-09-05 22:24:25.003,
2407,65,10,2024-09-05 22:24:25.003,
2408,65,3,2024-09-05 22:24:25.003,
2409,65,2,2024-09-05 22:24:25.003,
2410,65,4,2024-09-05 22:24:25.003,
2411,65,5,2024-09-05 22:24:25.003,
2412,65,6,2024-09-05 22:24:25.003,
2413,65,14,2024-09-05 22:24:25.003,
2414,65,15,2024-09-05 22:24:25.003,
2415,65,16,2024-09-05 22:24:25.003,
2416,66,1,2024-09-05 22:24:25.003,
2417,66,10,2024-09-05 22:24:25.003,
2418,66,3,2024-09-05 22:24:25.003,
2419,66,2,2024-09-05 22:24:25.003,
2420,66,4,2024-09-05 22:24:25.003,
2421,66,12,2024-09-05 22:24:25.003,
2422,66,14,2024-09-05 22:24:25.003,
2423,66,15,2024-09-05 22:24:25.003,
2424,67,1,2024-09-05 22:24:25.003,
2425,67,10,2024-09-05 22:24:25.003,
2426,67,3,2024-09-05 22:24:25.003,
2427,67,2,2024-09-05 22:24:25.003,
2428,67,4,2024-09-05 22:24:25.003,
2429,67,5,2024-09-05 22:24:25.003,
2430,67,6,2024-09-05 22:24:25.003,
2431,67,14,2024-09-05 22:24:25.003,
2432,67,15,2024-09-05 22:24:25.003,
2433,67,16,2024-09-05 22:24:25.003,
2434,68,1,2024-09-05 22:24:25.003,
2435,68,10,2024-09-05 22:24:25.003,
2436,68,3,2024-09-05 22:24:25.003,
2437,68,2,2024-09-05 22:24:25.003,
2438,68,4,2024-09-05 22:24:25.003,
2439,68,5,2024-09-05 22:24:25.003,
2440,68,12,2024-09-05 22:24:25.003,
2441,68,6,2024-09-05 22:24:25.003,
2442,68,13,2024-09-05 22:24:25.003,
2443,68,14,2024-09-05 22:24:25.003,
2444,68,15,2024-09-05 22:24:25.003,
2445,68,16,2024-09-05 22:24:25.003,
2446,69,1,2024-09-05 22:24:25.003,
2447,69,10,2024-09-05 22:24:25.003,
2448,69,3,2024-09-05 22:24:25.003,
